CODE;PRODUCTO;TIPO_CARROCERIA;COMBUSTIBLE;Potencia_;TRANS;FORMA_PAGO;ESTADO_CIVIL;GENERO;OcupaciOn;PROVINCIA;Campanna1;Campanna2;Campanna3;Zona _Renta;REV_Garantia;Averia_grave;QUEJA_CAC;COSTE_VENTA;km_anno;Revisiones;Edad Cliente;EDAD_COCHE;prediccion;probabilidad_compra
CLIN16706;B;TIPO1;FUEL 2;Media;M;Contado;SOLTERO;F;Empresa;Cadiz;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;2920;0;5;24;0;1;0.9524389390735983
CLIN16714;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1886;0;4;32;0;1;0.9572357925212912
CLIN16776;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Funcionario;Alicante;NO;NO;NO;Alto;NO DATA;Averia leve;NO;3145;0;3;66;0;1;0.9644071340063225
CLIN16780;B;TIPO1;FUEL 1;Media;M;Financiera Banco;CASADO;F;Funcionario;Valladolid;NO;NO;NO;Alto;NO DATA;No;NO;4583;0;4;71;0;1;0.9572357925212912
CLIN16781;B;TIPO1;FUEL 1;Media;M;Financiera Banco;CASADO;M;Empresa;Tarragona;NO;NO;NO;Otros;NO DATA;Averia muy grave;SI;2436;0;6;53;0;1;0.9576522270828869
CLIN16801;B;TIPO1;FUEL 1;Media;M;Otros;CASADO;M;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;3935;0;3;44;0;1;0.9644071340063225
CLIN16803;B;TIPO6;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Lacoruna;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;4486;0;2;61;0;1;0.9651453183455987
CLIN16820;B;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Toledo;SI;NO;NO;Alto;NO DATA;Averia grave;NO;2760;0;2;39;0;1;0.9651453183455987
CLIN16836;B;TIPO1;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Sevilla;SI;NO;NO;Alto;NO DATA;No;NO;4486;0;2;46;0;1;0.9651453183455987
CLIN16848;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;SI;;NO DATA;Averia grave;NO;3833;0;1;35;0;1;0.9707381423815846
CLIN16849;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;2811;0;0;59;0;1;0.9490788450793628
CLIN16850;B;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;3460;0;1;36;0;1;0.9707381423815846
CLIN16851;B;TIPO6;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Pontevedra;SI;NO;SI;;NO DATA;No;NO;4428;0;1;23;0;1;0.9707381423815846
CLIN16858;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Granada;SI;NO;NO;;NO DATA;Averia leve;NO;5144;0;2;70;0;1;0.9651453183455987
CLIN16871;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;6924;0;0;33;0;1;0.9490788450793628
CLIN16873;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;3833;0;0;25;0;1;0.9490788450793628
CLIN16874;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Funcionario;Alicante;SI;NO;SI;Medio;NO DATA;No;NO;3460;0;2;39;0;1;0.9651453183455987
CLIN16875;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;3613;0;0;62;0;1;0.9490788450793628
CLIN16876;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;4482;0;1;62;0;1;0.9707381423815846
CLIN16877;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;La Rioja;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3613;0;1;69;0;1;0.9707381423815846
CLIN16878;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;Averia muy grave;SI;2811;0;2;30;0;1;0.9651453183455987
CLIN16879;B;TIPO1;FUEL 2;Media;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;3460;0;2;71;0;1;0.9651453183455987
CLIN16880;B;TIPO1;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Toledo;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;3460;0;2;46;0;1;0.9651453183455987
CLIN16881;B;TIPO1;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;;NO DATA;No;NO;2811;0;0;60;0;1;0.9490788450793628
CLIN16890;C;TIPO4;FUEL 1;Media;M;Financiera Banco;CASADO;F;Autonomo;Gerona;NO;NO;NO;Alto;NO DATA;Averia leve;NO;2986;0;6;47;0;1;0.9576522270828869
CLIN16900;C;TIPO4;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Zaragoza;NO;NO;NO;Alto;NO DATA;No;NO;3901;0;4;27;0;1;0.9572357925212912
CLIN16928;C;TIPO4;FUEL 2;Media;M;Contado;EN PAREJA;F;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;1319;0;9;21;0;1;0.8897640813643346
CLIN16948;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Otros;NO DATA;No;NO;2255;0;6;57;0;1;0.9576522270828869
CLIN16984;C;TIPO4;FUEL 2;Media;M;Financiera Banco;OTROS;M;Empresa;Castellon;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;5655;0;2;61;0;1;0.9651453183455987
CLIN16995;C;TIPO4;FUEL 2;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;5655;0;1;28;0;1;0.9707381423815846
CLIN17002;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;1030;0;8;23;0;1;0.9215180808812354
CLIN17007;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Barcelona;NO;NO;NO;Medio;NO DATA;No;NO;1030;0;4;19;0;1;0.9572357925212912
CLIN17017;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Empresa;Las Palmas;NO;NO;NO;;NO DATA;No;NO;687;0;4;28;0;1;0.9572357925212912
CLIN17027;A;TIPO1;FUEL 2;Baja;M;Contado;OTROS;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;3857;0;4;22;0;1;0.9572357925212912
CLIN17028;A;TIPO1;FUEL 2;Baja;M;Otros;SOLTERO;F;Empresa;Huesca;NO;NO;NO;Medio;NO DATA;No;NO;2267;0;7;21;0;1;0.9497206589499121
CLIN17032;A;TIPO1;FUEL 2;Baja;M;Contado;OTROS;M;Funcionario;Barcelona;NO;NO;NO;Alto;NO DATA;Averia muy grave;SI;515;0;6;18;0;1;0.9576522270828869
CLIN17037;A;TIPO1;FUEL 2;Baja;M;Otros;CASADO;F;Empresa;Sevilla;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1519;0;9;27;0;1;0.8897640813643346
CLIN17041;A;TIPO1;FUEL 2;Baja;M;Contado;CASADO;M;Empresa;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1855;0;4;24;0;1;0.9572357925212912
CLIN17049;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Las Palmas;NO;NO;NO;Medio;NO DATA;No;SI;4544;0;6;21;0;1;0.9576522270828869
CLIN17051;A;TIPO1;FUEL 1;Baja;M;Contado;SOLTERO;F;Funcionario;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;2054;0;6;19;0;1;0.9576522270828869
CLIN17065;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;NO;;NO DATA;No;NO;573;0;7;31;0;1;0.9497206589499121
CLIN17076;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Empresa;Soria;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;3030;0;5;19;0;1;0.9524389390735983
CLIN17084;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;F;Empresa;Huelva;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;0;0;9;26;0;1;0.7511041875290518
CLIN17104;A;TIPO1;FUEL 1;Baja;M;Otros;SOLTERO;M;Funcionario;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1381;0;7;19;0;1;0.9497206589499121
CLIN17105;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;M;Funcionario;Las Palmas;NO;NO;NO;Otros;NO DATA;No;NO;0;0;7;27;0;1;0.8836353672978673
CLIN17111;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Las Palmas;NO;NO;NO;;NO DATA;No;NO;2054;0;3;19;0;1;0.9644071340063225
CLIN17116;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Gerona;NO;NO;NO;;NO DATA;No;NO;1030;0;7;26;0;1;0.9497206589499121
CLIN17119;A;TIPO1;FUEL 1;Baja;M;Otros;CASADO;F;Empresa;Cadiz;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;1030;0;4;22;0;1;0.9572357925212912
CLIN17124;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;427;0;7;22;0;1;0.9497206589499121
CLIN17126;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio;NO DATA;Averia muy grave;SI;942;0;8;28;0;1;0.9215180808812354
CLIN17137;A;TIPO1;FUEL 1;Baja;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1887;0;4;21;0;1;0.9572357925212912
CLIN17143;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;4392;0;4;32;0;1;0.9572357925212912
CLIN17150;A;TIPO1;FUEL 1;Baja;M;Financiera Marca;CASADO;M;Empresa;Guipuzcua;SI;NO;NO;;NO DATA;No;NO;4313;0;2;25;0;1;0.9651453183455987
CLIN17153;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Salamanca;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;2277;0;1;65;0;1;0.9707381423815846
CLIN17154;H;TIPO7;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Gerona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;1;22;0;1;0.9707381423815846
CLIN17155;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Malaga;NO;NO;NO;Alto;NO DATA;No;NO;1475;0;1;54;0;1;0.9707381423815846
CLIN17156;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;Medio-Bajo;NO DATA;No;NO;2125;0;1;47;0;1;0.9707381423815846
CLIN17157;H;TIPO7;FUEL 1;Media;M;Contado;SOLTERO;M;Empresa;Asturias;NO;NO;NO;Medio;NO DATA;No;NO;1475;0;2;41;0;1;0.9651453183455987
CLIN17158;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;2;22;0;1;0.9651453183455987
CLIN17159;H;TIPO7;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;SI;1475;0;2;71;0;1;0.9651453183455987
CLIN17160;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;1;69;0;1;0.9707381423815846
CLIN17161;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;NO;Medio-Bajo;NO DATA;Averia leve;NO;2277;0;2;59;0;1;0.9651453183455987
CLIN17162;H;TIPO7;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Cordoba;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;2;57;0;1;0.9651453183455987
CLIN17163;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Murcia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;1;69;0;1;0.9707381423815846
CLIN17164;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;Medio;NO DATA;No;NO;4115;0;1;39;0;1;0.9707381423815846
CLIN17165;H;TIPO7;FUEL 1;Media;M;Otros;OTROS;F;Empresa;Santa Cruz de Tenerife;NO;NO;NO;;NO DATA;No;NO;2092;0;1;46;0;1;0.9707381423815846
CLIN17166;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Alicante;NO;NO;NO;Medio;NO DATA;No;NO;1475;0;1;54;0;1;0.9707381423815846
CLIN17167;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;2828;0;1;24;0;1;0.9707381423815846
CLIN17168;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;Medio;NO DATA;No;NO;2125;0;1;23;0;1;0.9707381423815846
CLIN17169;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Cantabria;NO;NO;SI;Alto;NO DATA;No;NO;2125;0;1;32;0;1;0.9707381423815846
CLIN17170;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Valencia;SI;NO;SI;;NO DATA;No;SI;2125;0;1;49;0;1;0.9707381423815846
CLIN17171;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2125;0;1;59;0;1;0.9707381423815846
CLIN17172;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Madrid;NO;NO;NO;;NO DATA;No;NO;1475;0;1;46;0;1;0.9707381423815846
CLIN17173;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Valencia;NO;NO;SI;;NO DATA;No;NO;2125;0;1;45;0;1;0.9707381423815846
CLIN17174;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Santa Cruz de Tenerife;NO;NO;SI;;NO DATA;No;NO;2125;0;1;21;0;1;0.9707381423815846
CLIN17175;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Almeria;SI;NO;SI;;NO DATA;No;NO;1475;0;1;31;0;1;0.9707381423815846
CLIN17176;H;TIPO7;FUEL 1;Media;M;Financiera Marca;OTROS;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2125;0;1;69;0;1;0.9707381423815846
CLIN17177;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Santa Cruz de Tenerife;NO;NO;SI;;NO DATA;No;NO;2331;0;2;46;0;1;0.9651453183455987
CLIN17178;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Castellon;SI;NO;SI;;NO DATA;No;NO;1475;0;0;50;0;1;0.9490788450793628
CLIN17179;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Cantabria;NO;NO;NO;;NO DATA;No;NO;1475;0;0;61;0;1;0.9490788450793628
CLIN17180;H;TIPO7;FUEL 1;Media;M;Otros;SOLTERO;M;Empresa;Santa Cruz de Tenerife;NO;NO;NO;;NO DATA;No;NO;1681;0;1;38;0;1;0.9707381423815846
CLIN17181;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Malaga;NO;NO;SI;;NO DATA;No;NO;2125;0;1;22;0;1;0.9707381423815846
CLIN17182;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;2213;0;0;39;0;1;0.9490788450793628
CLIN17183;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Gerona;NO;NO;SI;;NO DATA;No;NO;2125;0;0;56;0;1;0.9490788450793628
CLIN17184;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;2125;0;1;23;0;1;0.9707381423815846
CLIN17185;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Murcia;NO;NO;SI;;NO DATA;No;NO;2125;0;0;45;0;1;0.9490788450793628
CLIN17186;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;M;Empresa;Pontevedra;SI;NO;SI;;NO DATA;No;NO;2828;0;1;60;0;1;0.9707381423815846
CLIN17187;H;TIPO7;FUEL 1;Media;M;Otros;CASADO;F;Empresa;Zaragoza;NO;NO;NO;;NO DATA;No;NO;1886;0;0;38;0;1;0.9490788450793628
CLIN17188;H;TIPO7;FUEL 1;Media;M;Contado;OTROS;M;Empresa;Gerona;NO;NO;NO;;NO DATA;No;NO;1475;0;1;39;0;1;0.9707381423815846
CLIN17189;H;TIPO7;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Sevilla;NO;NO;NO;;NO DATA;No;NO;1475;0;0;71;0;1;0.9490788450793628
CLIN17190;H;TIPO7;FUEL 1;Media;A;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1475;0;1;57;0;1;0.9707381423815846
CLIN17191;H;TIPO7;FUEL 1;Media;A;Otros;CASADO;F;Empresa;Barcelona;NO;NO;NO;Alto;NO DATA;No;NO;1475;0;1;38;0;1;0.9707381423815846
CLIN17192;H;TIPO7;FUEL 1;Media;A;Otros;OTROS;F;Empresa;Gerona;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;1;69;0;1;0.9707381423815846
CLIN17193;H;TIPO7;FUEL 1;Media;A;Contado;CASADO;F;Empresa;Valencia;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1475;0;1;53;0;1;0.9707381423815846
CLIN17194;H;TIPO7;FUEL 1;Media;A;Financiera Marca;SOLTERO;M;Empresa;Alava;NO;NO;SI;;NO DATA;No;NO;2125;0;1;21;0;1;0.9707381423815846
CLIN17195;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;F;Empresa;La Rioja;NO;NO;SI;;NO DATA;No;NO;2125;0;1;70;0;1;0.9707381423815846
CLIN17196;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Baleares;SI;NO;SI;;NO DATA;No;NO;1475;0;0;27;0;1;0.9490788450793628
CLIN17197;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Lacoruna;SI;NO;SI;;NO DATA;Averia leve;SI;1533;0;1;21;0;1;0.9707381423815846
CLIN17199;H;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1533;0;0;50;0;1;0.9490788450793628
CLIN17202;H;TIPO7;FUEL 2;Media;M;Otros;CASADO;M;Empresa;Tarragona;NO;NO;NO;Alto;NO DATA;No;NO;1533;0;1;41;0;1;0.9707381423815846
CLIN17203;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3867;0;1;21;0;1;0.9707381423815846
CLIN17204;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Valladolid;SI;NO;SI;;NO DATA;No;SI;1533;0;0;29;0;1;0.9490788450793628
CLIN17205;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;Medio-Bajo;NO DATA;Averia muy grave;SI;1533;0;0;40;0;1;0.9490788450793628
CLIN17206;H;TIPO7;FUEL 2;Media;M;Financiera Marca;EN PAREJA;F;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;1960;0;1;63;0;1;0.9707381423815846
CLIN17207;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Alicante;NO;NO;SI;;NO DATA;No;NO;2299;0;1;58;0;1;0.9707381423815846
CLIN17208;H;TIPO7;FUEL 2;Media;M;Contado;EN PAREJA;M;Empresa;Gerona;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1533;0;2;42;0;1;0.9651453183455987
CLIN17209;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Guadalajara;SI;NO;SI;Medio;NO DATA;No;NO;1533;0;1;53;0;1;0.9707381423815846
CLIN17210;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Baleares;NO;NO;NO;Alto;NO DATA;No;NO;1533;0;1;47;0;1;0.9707381423815846
CLIN17211;H;TIPO7;FUEL 2;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;No;NO;1533;0;1;38;0;1;0.9707381423815846
CLIN17212;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Pontevedra;SI;NO;SI;;NO DATA;No;NO;2183;0;0;24;0;1;0.9490788450793628
CLIN17213;H;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Cordoba;NO;NO;NO;Medio;NO DATA;No;NO;1533;0;1;63;0;1;0.9707381423815846
CLIN17214;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;2608;0;0;57;0;1;0.9490788450793628
CLIN17215;H;TIPO7;FUEL 2;Media;M;Otros;CASADO;F;Empresa;Almeria;NO;NO;NO;Medio-Bajo;NO DATA;No;NO;1960;0;1;69;0;1;0.9707381423815846
CLIN17216;H;TIPO7;FUEL 2;Media;M;Financiera Marca;SOLTERO;F;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;1533;0;0;47;0;1;0.9490788450793628
CLIN17217;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;2183;0;1;51;0;1;0.9707381423815846
CLIN17218;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Cadiz;NO;NO;SI;;NO DATA;No;NO;2183;0;1;33;0;1;0.9707381423815846
CLIN17219;H;TIPO7;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;Alto;NO DATA;No;NO;4115;0;1;57;0;1;0.9707381423815846
CLIN17220;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;M;Empresa;Valladolid;NO;NO;SI;;NO DATA;No;NO;2125;0;1;52;0;1;0.9707381423815846
CLIN17221;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;F;Empresa;Gerona;SI;NO;SI;Medio;NO DATA;Averia muy grave;SI;1475;0;1;22;0;1;0.9707381423815846
CLIN17222;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;F;Empresa;Madrid;NO;NO;SI;;NO DATA;No;NO;7451;0;0;58;0;1;0.9490788450793628
CLIN17223;H;TIPO7;FUEL 1;Media;A;Financiera Marca;CASADO;F;Empresa;Alicante;SI;NO;SI;;NO DATA;No;NO;1475;0;0;37;0;1;0.9490788450793628
CLIN17224;H;TIPO7;FUEL 2;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;SI;;NO DATA;No;NO;1475;0;1;46;0;1;0.9707381423815846
CLIN17225;H;TIPO7;FUEL 2;Media;A;Contado;CASADO;M;Empresa;Las Palmas;SI;NO;NO;Medio-Bajo;NO DATA;No;NO;3450;0;1;35;0;1;0.9707381423815846
CLIN17292;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Granada;NO;NO;NO;Medio-Bajo;NO DATA;Averia grave;NO;0;0;7;67;0;1;0.8836353672978673
CLIN17375;D;TIPO1;FUEL 1;Alta;M;Contado;CASADO;F;Empresa;Pontevedra;NO;NO;NO;;NO DATA;Averia muy grave;SI;697;0;7;32;0;1;0.9497206589499121
CLIN17427;D;TIPO8;FUEL 1;Alta;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Alto;NO DATA;No;NO;5709;0;3;32;0;1;0.9644071340063225
CLIN17446;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;SI;NO;SI;Medio-Bajo;NO DATA;Averia leve;NO;9632;0;1;50;0;1;0.9707381423815846
CLIN17449;D;TIPO6;FUEL 2;Media;M;Contado;CASADO;M;Funcionario;Las Palmas;NO;NO;NO;Alto;NO DATA;No;NO;3188;0;0;46;0;1;0.9490788450793628
CLIN17450;D;TIPO6;FUEL 2;Media;M;Financiera Marca;CASADO;M;Funcionario;Alicante;SI;NO;NO;Alto;NO DATA;No;NO;6102;0;1;55;0;1;0.9707381423815846
CLIN17456;D;TIPO6;FUEL 2;Alta;M;Financiera Marca;OTROS;F;Funcionario;Alicante;SI;NO;NO;Alto;NO DATA;No;NO;5999;0;1;40;0;1;0.9707381423815846
CLIN17457;D;TIPO6;FUEL 2;Alta;M;Contado;CASADO;M;Empresa;Granada;SI;NO;NO;;NO DATA;No;NO;2981;0;1;52;0;1;0.9707381423815846
CLIN17458;D;TIPO6;FUEL 2;Alta;M;Financiera Marca;CASADO;M;Empresa;Vizcaya;NO;NO;SI;;NO DATA;No;NO;7203;0;1;51;0;1;0.9707381423815846
CLIN17464;D;TIPO6;FUEL 1;Alta;A;Contado;CASADO;M;Funcionario;Las Palmas;NO;NO;NO;Medio;NO DATA;Averia leve;NO;3074;0;1;22;0;1;0.9707381423815846
CLIN17465;D;TIPO6;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Sevilla;NO;NO;SI;;NO DATA;No;NO;5321;0;2;25;0;1;0.9651453183455987
CLIN17466;D;TIPO6;FUEL 1;Alta;A;Financiera Marca;CASADO;M;Empresa;Barcelona;SI;NO;SI;;NO DATA;No;NO;5321;0;1;22;0;1;0.9707381423815846
CLIN17467;D;TIPO6;FUEL 1;Alta;A;Financiera Marca;EN PAREJA;F;Empresa;Lacoruna;SI;NO;SI;;NO DATA;No;NO;4507;0;1;45;0;1;0.9707381423815846
CLIN17470;D;TIPO6;FUEL 1;Media;M;Financiera Marca;CASADO;F;Empresa;Madrid;SI;NO;NO;Medio;NO DATA;No;NO;7215;0;1;22;0;1;0.9707381423815846
CLIN17471;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;M;Empresa;Madrid;NO;NO;NO;Medio;NO DATA;Averia leve;NO;2868;0;2;34;0;1;0.9651453183455987
CLIN17472;D;TIPO6;FUEL 1;Media;M;Financiera Marca;SOLTERO;M;Empresa;Burgos;NO;NO;SI;;NO DATA;No;NO;8908;0;1;30;0;1;0.9707381423815846
CLIN17473;D;TIPO6;FUEL 1;Media;M;Contado;CASADO;F;Empresa;Barcelona;NO;NO;SI;;NO DATA;No;NO;4303;0;1;52;0;1;0.9707381423815846
